x1,x2
6.980786572,8.788441313
8.224193347,9.700572896
8.321606854,10.25480672
7.747153413,10.29306554
8.54839286,9.837439984
9.255063571,10.82094577
11.10773238,9.27134794
8.968222266,10.11948547
9.071937988,10.360271
8.656942605,10.72156893
6.351535981,10.90231364
8.716857656,9.219078082
8.825287762,8.843728677
11.82905264,11.42120375
8.509548794,10.55462118
9.126934178,9.563887341
8.706610288,11.67188931
7.289152453,10.35603508
10.17852852,11.33102242
9.689916291,10.31189194
9.738789934,12.13901893
7.613265682,11.85906244
10.50349289,10.02178286
6.997686172,11.14060671
9.483571367,10.84159462
11.48806953,11.50457893
7.511829594,9.365486828
8.042127838,10.8788805
8.874564206,11.22022245
8.120655432,8.637822137
6.811670711,9.165346363
8.835703719,8.380703837
7.422120358,10.00304374
9.341990538,10.90774707
7.600719707,11.62716063
10.68741801,10.31792022
7.770933385,11.74289758
8.347423105,8.984906997
9.766896522,8.688566097
7.211419604,10.19908128
9.034324918,10.60205999
10.38392844,10.22002981
6.740645957,8.354844742
8.980792323,10.16830663
9.074853493,9.054236291
9.72727859,10.8638665
7.203811611,10.58604839
7.099429234,9.388443529
9.402426957,9.778955326
9.121230842,9.279054272
9.063116063,10.19254416
9.183060262,11.12554713
7.899969098,9.346417791
9.040317121,10.71204264
9.116340592,9.763930516
7.857060727,9.523199904
11.08221814,10.15188884
9.342291151,9.301027871
7.260870628,9.742488137
9.570692011,9.151945265
7.531647912,12.05099804
9.733855755,10.28232492
10.19824447,9.608584951
7.724147102,10.44614825
9.954220162,10.14703262
9.265976159,10.04744453
9.7775752,10.81298614
11.12099123,10.94438207
8.443264855,9.763707281
7.807829795,9.722166613
7.638106963,9.997869278
7.730237144,8.139905599
8.653622863,8.86107486
9.176439969,11.50296808
9.095863499,11.75788707
9.783979061,10.02171696
8.766252365,10.77851055
10.5669176,10.53531264
8.419178958,13
12.15021146,11.276277
9.532084185,10.13274221
7.678553054,9.374087929
7.411384377,8.777424206
9.353090519,10.43650833
8.470671518,9.556678483
9.642500618,8.946267433
9.341547031,9.657308189
8.658963859,9.258580997
7.691507852,11.7965465
6.856440969,11.05816978
8.19185631,10.24269175
9.820498493,11.60661546
9.01761718,10.32092095
7.192826527,9.460489482
8.966476157,11.64619707
9.231646725,10.74400087
7.645178205,9.299191025
8.942156382,10.07552288
8.822760898,9.447349934
7.321287128,8.98243358
9.1972342,11.09899609
9.450980658,12.00029859
10.10381405,8.967979724
10.06725257,10.76605513
7.02791329,9.653577645
7.5777187,9.803468398
9.393794084,9.706972236
9.392232439,9.458008461
9.393809608,10.29447816
12.5,9.488295727
9.463613138,10.49791876
10.16945705,10.2039484
9.942502204,10.03096429
9.564239064,9.418066643
8.355913444,9.721292947
9.698711526,10.94244196
7.783968482,10.70917409
8.453976742,9.353907692
8.143295565,10.34105461
8.852342674,10.93877153
11.64332321,8.719711826
6.415918509,10.74808018
9.607825238,9.642594888
6.734105161,10.77304878
8.160085168,9.550345773
10.11118825,8.595524741
8.830350024,8.758086099
7.402819028,10.29407787
7.855870363,10.48807896
9.599497186,9.421043094
7.83704171,10.83537642
9.020573237,8.726939943
8.8069648,10.18942685
7.935499565,9.139901817
11.42993011,9.652483568
9.542398778,10.29344878
6.218571767,9.461287748
8.983067893,9.897490751
7.922766919,11.17243508
9.815541668,9.721182453
7.759349077,11.0160511
8.606579448,9.214435383
9.381234099,10.73565383
9.832193993,11.5714379
7.249629491,7.984325875
8.331873455,9.519512682
8.156318361,10.77898278
7.933338459,10.06387506
10.9568178,10.59021705
9.256227139,9.696346912
7.173895057,10.32937397
9.897327434,10.10729587
11.40269525,11.32046689
10.04058158,10.48321911
6.850787543,10.55946911
8.144707409,9.872446114
10.33363894,9.803027628
7.865413168,9.853488328
9.304774285,10.61158113
9.718292567,9.864097559
7.591336911,10.51562695
8.675593305,12.15245073
5,11.04853098
7.469515448,9.951145096
8.434289811,11.35111276
7.190271023,9.875930908
10.79051413,8.381719176
6.962323278,9.325920882
8.199944392,8.535107406
8.913425722,9.927779306
10.55159161,10.26688351
6.955172311,11.7867342
10.20395469,10.54968343
8.762791326,10.04915785
7.523114186,11.01028845
9.327629343,8.223125967
8.998824619,10.46598001
7.999728904,10.95662643
8.837252606,8.894629275
8.268358004,11.29844121
8.891896682,10.56028837
9.577663343,9.869319412
10.73252102,10.83005004
7.202730626,12.33146845
11.41629172,10.41671073
6.309890251,10.47753554
8.560268631,9.828919175
9.485396508,9.470975995
9.101239835,11.01114117
7.9716256,9.465256493
8.489847187,10.31560238
8.133748832,9.81214734
8.013294054,10.68906484
9.812002621,10.55585693
9.196269357,11.20107828
7.883863006,9.782484968
9.874499844,10.00261464
9.134124401,9.352799927
9.766077649,9.842731178
9.537036052,10.59585879
0,20
7.5,5
15,5
17.5,-2
12.5,12.5
20,10
